"Campaign name","Ad set name","Ad name",Day,"Delivery status","Delivery level","Result type",Results,"Cost per result","Amount spent (AUD)",Impressions,Reach,"Attribution setting","Quality ranking","Engagement rate ranking","Conversion rate ranking","Ad set name",Purchases,"Purchases conversion value","Link clicks","Reporting starts","Reporting ends"
"RB | Sales | Adv+ | Christmas Sale | 161225","Adset 1 | Tier 1 | Open | 161225","Static | COT Sheet | Boxing day Sale",2025-12-22,not_delivering,ad,,,,1.2,70,49,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Open | 161225",,,2,2025-12-22,2025-12-22
"RB | Sales | Adv+ | Christmas Sale | 161225","Adset 1 | Tier 1 | Open | 161225","Static | Nursery Chairs | Boxing day Sale – Copy",2025-12-22,not_delivering,ad,,,,2.68,89,56,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Open | 161225",,,5,2025-12-22,2025-12-22
"RB | Sales | Adv+ | Christmas Sale | 161225","Adset 1 | Tier 1 | Open | 161225","Static | Comfy change matt | Boxing day Sale",2025-12-22,not_delivering,ad,,,,10.19,582,455,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Open | 161225",,,13,2025-12-22,2025-12-22
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Aston",2025-12-22,inactive,ad,,,,0.1,3,3,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-22,2025-12-22
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Allure – Dove Grey",2025-12-22,inactive,ad,,,,0,1,1,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-22,2025-12-22
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2025-12-22,inactive,ad,,,,7.37,582,420,Incremental,-,-,-,New_Creatives_Ad_set,,,33,2025-12-22,2025-12-22
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2025-12-22,inactive,ad,,,,1,92,79,Incremental,-,-,-,New_Creatives_Ad_set,,,4,2025-12-22,2025-12-22
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Evolve 4-in-1 Sandstone",2025-12-22,inactive,ad,,,,0.26,13,11,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-22,2025-12-22
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-22,not_delivering,ad,,,,0.39,31,29,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-22,2025-12-22
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-22,inactive,ad,,,,9.7,479,312,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,11,2025-12-22,2025-12-22
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 1 | Comfy",2025-12-22,not_delivering,ad,,,,0.91,62,50,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-22,2025-12-22
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2025-12-22,inactive,ad,,,,1.96,172,136,Incremental,-,-,-,New_Creatives_Ad_set,,,5,2025-12-22,2025-12-22
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-22,not_delivering,ad,,,,1.04,38,28,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-22,2025-12-22
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-22,not_delivering,ad,,,,2.22,79,49,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,2,2025-12-22,2025-12-22
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-22,not_delivering,ad,,,,0.59,38,36,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,,2025-12-22,2025-12-22
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-22,not_delivering,ad,,,,6.83,316,237,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,4,2025-12-22,2025-12-22
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-21,not_delivering,ad,,,,1.12,65,47,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,1,2025-12-21,2025-12-21
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2025-12-21,inactive,ad,,,,1.38,156,125,Incremental,-,-,-,New_Creatives_Ad_set,,,3,2025-12-21,2025-12-21
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Evolve 4-in-1 Sandstone",2025-12-21,inactive,ad,,,,0.28,20,15,Incremental,-,-,-,New_Creatives_Ad_set,,,1,2025-12-21,2025-12-21
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 1 | Comfy",2025-12-21,not_delivering,ad,,,,1.39,79,53,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-21,2025-12-21
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-21,not_delivering,ad,,,,0.09,19,15,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,1,2025-12-21,2025-12-21
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-21,inactive,ad,,,,9.79,495,341,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,10,2025-12-21,2025-12-21
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2025-12-21,inactive,ad,"Website purchases",1,7.9,7.9,619,450,Incremental,-,-,-,New_Creatives_Ad_set,1,766.52,11,2025-12-21,2025-12-21
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2025-12-21,inactive,ad,,,,2.48,136,104,Incremental,-,-,-,New_Creatives_Ad_set,,,7,2025-12-21,2025-12-21
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Allure – Dove Grey",2025-12-21,inactive,ad,,,,0.01,2,2,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-21,2025-12-21
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-21,not_delivering,ad,,,,1.64,95,75,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,2,2025-12-21,2025-12-21
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-21,not_delivering,ad,,,,0.43,40,38,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,1,2025-12-21,2025-12-21
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-21,not_delivering,ad,,,,5.49,347,251,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,6,2025-12-21,2025-12-21
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Aston",2025-12-21,inactive,ad,,,,0.13,3,3,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-21,2025-12-21
"RB | Sales | Adv+ | Christmas Sale | 161225","Adset 1 | Tier 1 | Open | 161225","Static | Comfy change matt | Boxing day Sale",2025-12-21,not_delivering,ad,,,,11.83,624,453,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Open | 161225",,,11,2025-12-21,2025-12-21
"RB | Sales | Adv+ | Christmas Sale | 161225","Adset 1 | Tier 1 | Open | 161225","Static | Nursery Chairs | Boxing day Sale – Copy",2025-12-21,not_delivering,ad,,,,3.78,109,66,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Open | 161225",,,1,2025-12-21,2025-12-21
"RB | Sales | Adv+ | Christmas Sale | 161225","Adset 1 | Tier 1 | Open | 161225","Static | COT Sheet | Boxing day Sale",2025-12-21,not_delivering,ad,,,,1.99,69,50,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Open | 161225",,,1,2025-12-21,2025-12-21
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-20,inactive,ad,,,,5.91,358,228,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,3,2025-12-20,2025-12-20
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-20,not_delivering,ad,,,,0.05,8,8,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-20,2025-12-20
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 1 | Comfy",2025-12-20,not_delivering,ad,,,,1.29,94,67,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-20,2025-12-20
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Evolve 4-in-1 Sandstone",2025-12-20,inactive,ad,,,,0,1,1,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-20,2025-12-20
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2025-12-20,inactive,ad,,,,0.8,132,107,Incremental,-,-,-,New_Creatives_Ad_set,,,3,2025-12-20,2025-12-20
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-20,not_delivering,ad,,,,0.85,30,25,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-20,2025-12-20
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2025-12-20,inactive,ad,,,,2.44,174,138,Incremental,-,-,-,New_Creatives_Ad_set,,,7,2025-12-20,2025-12-20
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2025-12-20,inactive,ad,,,,5.6,470,374,Incremental,-,-,-,New_Creatives_Ad_set,,,18,2025-12-20,2025-12-20
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-20,not_delivering,ad,,,,1.31,79,58,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,,2025-12-20,2025-12-20
"RB | Sales | Adv+ | Christmas Sale | 161225","Adset 1 | Tier 1 | Open | 161225","Static | Nursery Chairs | Boxing day Sale – Copy",2025-12-20,not_delivering,ad,,,,0.93,46,32,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Open | 161225",,,1,2025-12-20,2025-12-20
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-20,not_delivering,ad,,,,4.13,247,182,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,5,2025-12-20,2025-12-20
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Aston",2025-12-20,inactive,ad,,,,0.09,4,3,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-20,2025-12-20
"RB | Sales | Adv+ | Christmas Sale | 161225","Adset 1 | Tier 1 | Open | 161225","Static | COT Sheet | Boxing day Sale",2025-12-20,not_delivering,ad,,,,0.92,51,33,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Open | 161225",,,1,2025-12-20,2025-12-20
"RB | Sales | Adv+ | Christmas Sale | 161225","Adset 1 | Tier 1 | Open | 161225","Static | Comfy change matt | Boxing day Sale",2025-12-20,not_delivering,ad,,,,11.63,513,400,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Open | 161225",,,5,2025-12-20,2025-12-20
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-20,not_delivering,ad,,,,0.22,31,25,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,,2025-12-20,2025-12-20
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-12-19,not_delivering,ad,,,,22.7,816,678,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,3,2025-12-19,2025-12-19
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2025-12-19,inactive,ad,,,,0.75,102,93,Incremental,-,-,-,New_Creatives_Ad_set,,,2,2025-12-19,2025-12-19
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Evolve 4-in-1 Sandstone",2025-12-19,inactive,ad,,,,0,2,2,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-19,2025-12-19
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 1 | Comfy",2025-12-19,not_delivering,ad,,,,2,101,71,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-19,2025-12-19
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2025-12-19,inactive,ad,,,,6.94,602,434,Incremental,-,-,-,New_Creatives_Ad_set,,,23,2025-12-19,2025-12-19
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2025-12-19,inactive,ad,,,,2.58,170,144,Incremental,-,-,-,New_Creatives_Ad_set,,,5,2025-12-19,2025-12-19
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-19,not_delivering,ad,,,,1.43,39,30,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,1,2025-12-19,2025-12-19
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-19,inactive,ad,,,,7.68,317,224,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,5,2025-12-19,2025-12-19
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-19,not_delivering,ad,,,,1.63,70,53,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,1,2025-12-19,2025-12-19
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-19,not_delivering,ad,,,,4.42,248,192,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,2,2025-12-19,2025-12-19
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Allure – Dove Grey",2025-12-19,inactive,ad,,,,0,1,1,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-19,2025-12-19
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Aston",2025-12-19,inactive,ad,,,,0.01,3,3,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-19,2025-12-19
"RB | Sales | Adv+ | Christmas Sale | 161225","Adset 1 | Tier 1 | Open | 161225","Static | COT Sheet | Boxing day Sale",2025-12-19,not_delivering,ad,,,,1.46,53,32,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Open | 161225",,,,2025-12-19,2025-12-19
"RB | Sales | Adv+ | Christmas Sale | 161225","Adset 1 | Tier 1 | Open | 161225","Static | Comfy change matt | Boxing day Sale",2025-12-19,not_delivering,ad,,,,12.9,658,469,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Open | 161225",,,14,2025-12-19,2025-12-19
"RB | Sales | Adv+ | Christmas Sale | 161225","Adset 1 | Tier 1 | Open | 161225","Static | Nursery Chairs | Boxing day Sale – Copy",2025-12-19,not_delivering,ad,,,,1.9,53,36,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Open | 161225",,,3,2025-12-19,2025-12-19
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-19,not_delivering,ad,,,,0.26,37,32,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,,2025-12-19,2025-12-19
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-18,not_delivering,ad,,,,0.88,33,29,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-18,2025-12-18
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2025-12-18,inactive,ad,,,,0.82,111,101,Incremental,-,-,-,New_Creatives_Ad_set,,,1,2025-12-18,2025-12-18
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 1 | Comfy",2025-12-18,not_delivering,ad,,,,3.56,140,90,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,3,2025-12-18,2025-12-18
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-18,not_delivering,ad,,,,0.02,1,1,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-18,2025-12-18
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-18,inactive,ad,,,,5.99,284,212,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,2,2025-12-18,2025-12-18
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2025-12-18,inactive,ad,,,,7.53,524,352,Incremental,-,-,-,New_Creatives_Ad_set,,,10,2025-12-18,2025-12-18
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2025-12-18,inactive,ad,,,,3.96,232,164,Incremental,-,-,-,New_Creatives_Ad_set,,,6,2025-12-18,2025-12-18
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-18,not_delivering,ad,,,,4.42,206,145,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,2,2025-12-18,2025-12-18
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-12-18,not_delivering,ad,,,,30.41,762,616,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,5,2025-12-18,2025-12-18
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-18,not_delivering,ad,,,,3.01,98,63,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,1,2025-12-18,2025-12-18
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-18,not_delivering,ad,,,,0.48,37,28,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,1,2025-12-18,2025-12-18
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Aston",2025-12-18,inactive,ad,,,,0,4,4,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-18,2025-12-18
"RB | Sales | Adv+ | Christmas Sale | 161225","Adset 1 | Tier 1 | Open | 161225","Static | COT Sheet | Boxing day Sale",2025-12-18,not_delivering,ad,,,,2.68,86,60,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Open | 161225",,,1,2025-12-18,2025-12-18
"RB | Sales | Adv+ | Christmas Sale | 161225","Adset 1 | Tier 1 | Open | 161225","Static | Comfy change matt | Boxing day Sale",2025-12-18,not_delivering,ad,,,,16.71,855,581,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Open | 161225",,,20,2025-12-18,2025-12-18
"RB | Sales | Adv+ | Christmas Sale | 161225","Adset 1 | Tier 1 | Open | 161225","Static | Nursery Chairs | Boxing day Sale – Copy",2025-12-18,not_delivering,ad,"Website purchases",1,2.69,2.69,68,46,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Open | 161225",1,1061.22,,2025-12-18,2025-12-18
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2025-12-17,inactive,ad,,,,8.4,661,450,Incremental,-,-,-,New_Creatives_Ad_set,,,19,2025-12-17,2025-12-17
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 1 | Comfy",2025-12-17,not_delivering,ad,,,,3.41,202,122,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,4,2025-12-17,2025-12-17
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-17,inactive,ad,,,,5.52,276,169,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,3,2025-12-17,2025-12-17
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Aston",2025-12-17,inactive,ad,,,,0.09,11,10,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-17,2025-12-17
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Evolve 4-in-1 Sandstone",2025-12-17,inactive,ad,,,,0,1,1,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-17,2025-12-17
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2025-12-17,inactive,ad,,,,1.48,222,177,Incremental,-,-,-,New_Creatives_Ad_set,,,8,2025-12-17,2025-12-17
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-17,not_delivering,ad,,,,1.29,61,50,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,1,2025-12-17,2025-12-17
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2025-12-17,inactive,ad,,,,3.72,276,203,Incremental,-,-,-,New_Creatives_Ad_set,,,3,2025-12-17,2025-12-17
"RB | Sales | Adv+ | Christmas Sale | 161225","Adset 1 | Tier 1 | Open | 161225","Static | Nursery Chairs | Boxing day Sale – Copy",2025-12-17,not_delivering,ad,,,,3.36,115,68,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Open | 161225",,,3,2025-12-17,2025-12-17
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-12-17,not_delivering,ad,,,,25.77,692,540,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,,2025-12-17,2025-12-17
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-17,not_delivering,ad,,,,1.26,58,50,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,,2025-12-17,2025-12-17
