"Campaign name","Ad set name","Ad name",Day,"Delivery status","Delivery level","Result type",Results,"Cost per result","Amount spent (AUD)",Impressions,Reach,"Attribution setting","Quality ranking","Engagement rate ranking","Conversion rate ranking","Ad set name",Purchases,"Purchases conversion value","Link clicks","Reporting starts","Reporting ends"
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-19,not_delivering,ad,"Link clicks",2,0.67,1.34,112,109,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,2,2025-08-19,2025-08-19
"Instagram post: ✅️ 100% GOTS Certified Organic...","Instagram post: ✅️ 100% GOTS Certified Organic...","Instagram post: ✅️ 100% GOTS Certified Organic...",2025-08-18,not_delivering,ad,"Link clicks",4,0.3525,1.41,123,121,"7-day click or 1-day view",-,-,-,"Instagram post: ✅️ 100% GOTS Certified Organic...",,,4,2025-08-18,2025-08-18
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-18,not_delivering,ad,"Link clicks",9,0.99888889,8.99,768,724,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,9,2025-08-18,2025-08-18
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-18,not_delivering,ad,"Link clicks",48,0.22083333,10.6,853,797,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,48,2025-08-18,2025-08-18
"Instagram post: ✅️ 100% GOTS Certified Organic...","Instagram post: ✅️ 100% GOTS Certified Organic...","Instagram post: ✅️ 100% GOTS Certified Organic...",2025-08-17,not_delivering,ad,"Link clicks",12,0.92416667,11.09,848,831,"7-day click or 1-day view",-,-,-,"Instagram post: ✅️ 100% GOTS Certified Organic...",,,12,2025-08-17,2025-08-17
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-17,not_delivering,ad,"Link clicks",37,0.29810811,11.03,941,863,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,37,2025-08-17,2025-08-17
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-16,not_delivering,ad,"Link clicks",53,0.24132075,12.79,1078,1014,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,53,2025-08-16,2025-08-16
"Instagram post: ✅️ 100% GOTS Certified Organic...","Instagram post: ✅️ 100% GOTS Certified Organic...","Instagram post: ✅️ 100% GOTS Certified Organic...",2025-08-16,not_delivering,ad,"Link clicks",16,0.7875,12.6,879,838,"7-day click or 1-day view",-,-,-,"Instagram post: ✅️ 100% GOTS Certified Organic...",,,16,2025-08-16,2025-08-16
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-15,not_delivering,ad,"Link clicks",55,0.22072727,12.14,1033,972,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,55,2025-08-15,2025-08-15
"Instagram post: ✅️ 100% GOTS Certified Organic...","Instagram post: ✅️ 100% GOTS Certified Organic...","Instagram post: ✅️ 100% GOTS Certified Organic...",2025-08-15,not_delivering,ad,"Link clicks",18,0.66444444,11.96,1211,1154,"7-day click or 1-day view",-,-,-,"Instagram post: ✅️ 100% GOTS Certified Organic...",,,18,2025-08-15,2025-08-15
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-15,not_delivering,ad,"Instagram profile visits",20,0.6015,12.03,1047,985,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,23,2025-08-15,2025-08-15
"Instagram Post","Instagram Post","Instagram Post",2025-08-14,not_delivering,ad,"Instagram profile visits",5,0.956,4.78,241,229,"7-day click or 1-day view",-,-,-,"Instagram Post",,,5,2025-08-14,2025-08-14
"Instagram post: ✅️ GOTS certified 100% organic...","Instagram Post","Instagram post: ✅️ GOTS certified 100% organic...",2025-08-14,not_delivering,ad,"Link clicks",9,0.60333333,5.43,479,463,"7-day click or 1-day view",-,-,-,"Instagram Post",,,9,2025-08-14,2025-08-14
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-14,not_delivering,ad,"Instagram profile visits",28,0.545,15.26,1213,1180,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,33,2025-08-14,2025-08-14
"Instagram post: ✅️ 100% GOTS Certified Organic...","Instagram post: ✅️ 100% GOTS Certified Organic...","Instagram post: ✅️ 100% GOTS Certified Organic...",2025-08-14,not_delivering,ad,"Link clicks",16,0.70875,11.34,883,841,"7-day click or 1-day view",-,-,-,"Instagram post: ✅️ 100% GOTS Certified Organic...",,,16,2025-08-14,2025-08-14
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-14,not_delivering,ad,"Link clicks",32,0.313125,10.02,904,855,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,32,2025-08-14,2025-08-14
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-13,not_delivering,ad,"Link clicks",28,0.28321429,7.93,783,743,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,28,2025-08-13,2025-08-13
"Instagram post: ✅️ 100% GOTS Certified Organic...","Instagram post: ✅️ 100% GOTS Certified Organic...","Instagram post: ✅️ 100% GOTS Certified Organic...",2025-08-13,not_delivering,ad,"Link clicks",6,1.635,9.81,762,716,"7-day click or 1-day view",-,-,-,"Instagram post: ✅️ 100% GOTS Certified Organic...",,,6,2025-08-13,2025-08-13
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-13,not_delivering,ad,"Instagram profile visits",28,0.51392857,14.39,1272,1212,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,31,2025-08-13,2025-08-13
"Instagram Post","Instagram Post","Instagram Post",2025-08-13,not_delivering,ad,"Instagram profile visits",21,0.67333333,14.14,780,734,"7-day click or 1-day view",-,-,-,"Instagram Post",,,21,2025-08-13,2025-08-13
"Instagram post: ✅️ GOTS certified 100% organic...","Instagram Post","Instagram post: ✅️ GOTS certified 100% organic...",2025-08-13,not_delivering,ad,"Link clicks",24,0.64375,15.45,1410,1366,"7-day click or 1-day view",-,-,-,"Instagram Post",,,24,2025-08-13,2025-08-13
"Instagram Post","Instagram Post","Instagram Post",2025-08-12,not_delivering,ad,"Instagram profile visits",18,0.82055556,14.77,758,681,"7-day click or 1-day view",-,-,-,"Instagram Post",,,19,2025-08-12,2025-08-12
"Instagram post: The very trendy and versatile...","Instagram Post","Instagram post: The very trendy and versatile...",2025-08-12,not_delivering,ad,"Instagram profile visits",6,0.76333333,4.58,282,276,"7-day click or 1-day view",-,-,-,"Instagram Post",,,5,2025-08-12,2025-08-12
"Instagram post: ✅️ GOTS certified 100% organic...","Instagram Post","Instagram post: ✅️ GOTS certified 100% organic...",2025-08-12,not_delivering,ad,"Link clicks",20,0.824,16.48,1500,1420,"7-day click or 1-day view",-,-,-,"Instagram Post",,,20,2025-08-12,2025-08-12
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-12,not_delivering,ad,"Instagram profile visits",29,0.51310345,14.88,1494,1392,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,35,2025-08-12,2025-08-12
"Instagram post: ✅️ 100% GOTS Certified Organic...","Instagram post: ✅️ 100% GOTS Certified Organic...","Instagram post: ✅️ 100% GOTS Certified Organic...",2025-08-12,not_delivering,ad,"Link clicks",11,0.70545455,7.76,581,551,"7-day click or 1-day view",-,-,-,"Instagram post: ✅️ 100% GOTS Certified Organic...",,,11,2025-08-12,2025-08-12
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-11,not_delivering,ad,"Instagram profile visits",44,0.36113636,15.89,1694,1639,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,48,2025-08-11,2025-08-11
"Instagram Post","Instagram Post","Instagram Post",2025-08-11,not_delivering,ad,"Instagram profile visits",14,1.08071429,15.13,897,837,"7-day click or 1-day view",-,-,-,"Instagram Post",,,16,2025-08-11,2025-08-11
"Instagram post: ✅️ GOTS certified 100% organic...","Instagram Post","Instagram post: ✅️ GOTS certified 100% organic...",2025-08-11,not_delivering,ad,"Link clicks",28,0.63107143,17.67,1356,1280,"7-day click or 1-day view",-,-,-,"Instagram Post",,,28,2025-08-11,2025-08-11
"Instagram post: The very trendy and versatile...","Instagram Post","Instagram post: The very trendy and versatile...",2025-08-11,not_delivering,ad,"Instagram profile visits",21,0.6847619,14.38,907,831,"7-day click or 1-day view",-,-,-,"Instagram Post",,,27,2025-08-11,2025-08-11
"Instagram post: The very trendy and versatile...","Instagram Post","Instagram post: The very trendy and versatile...",2025-08-10,not_delivering,ad,"Instagram profile visits",35,0.47885714,16.76,1066,1014,"7-day click or 1-day view",-,-,-,"Instagram Post",,,41,2025-08-10,2025-08-10
"Instagram post: The Stunning 😍  Award winning...","Instagram Post","Instagram post: The Stunning 😍  Award winning...",2025-08-10,not_delivering,ad,"Instagram profile visits",17,0.40882353,6.95,464,453,"7-day click or 1-day view",-,-,-,"Instagram Post",,,18,2025-08-10,2025-08-10
"Instagram post: ✅️ GOTS certified 100% organic...","Instagram Post","Instagram post: ✅️ GOTS certified 100% organic...",2025-08-10,not_delivering,ad,"Link clicks",30,0.64733333,19.42,1714,1612,"7-day click or 1-day view",-,-,-,"Instagram Post",,,30,2025-08-10,2025-08-10
"Instagram Post","Instagram Post","Instagram Post",2025-08-10,not_delivering,ad,"Instagram profile visits",23,0.78304348,18.01,861,783,"7-day click or 1-day view",-,-,-,"Instagram Post",,,33,2025-08-10,2025-08-10
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-10,not_delivering,ad,"Instagram profile visits",44,0.38318182,16.86,1592,1392,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,52,2025-08-10,2025-08-10
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-09,not_delivering,ad,,,,0.45,54,53,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,,2025-08-09,2025-08-09
"Instagram Post","Instagram Post","Instagram Post",2025-08-09,not_delivering,ad,"Instagram profile visits",25,0.6096,15.24,756,672,"7-day click or 1-day view",-,-,-,"Instagram Post",,,27,2025-08-09,2025-08-09
"Instagram post: ✅️ GOTS certified 100% organic...","Instagram Post","Instagram post: ✅️ GOTS certified 100% organic...",2025-08-09,not_delivering,ad,"Link clicks",26,0.71576923,18.61,1506,1440,"7-day click or 1-day view",-,-,-,"Instagram Post",,,26,2025-08-09,2025-08-09
"Instagram post: The very trendy and versatile...","Instagram Post","Instagram post: The very trendy and versatile...",2025-08-09,not_delivering,ad,"Instagram profile visits",34,0.47911765,16.29,1015,961,"7-day click or 1-day view",-,-,-,"Instagram Post",,,41,2025-08-09,2025-08-09
"Instagram post: The Stunning 😍  Award winning...","Instagram Post","Instagram post: The Stunning 😍  Award winning...",2025-08-09,not_delivering,ad,"Instagram profile visits",37,0.5727027,21.19,1654,1550,"7-day click or 1-day view",-,-,-,"Instagram Post",,,41,2025-08-09,2025-08-09
"Instagram post: The very trendy and versatile...","Instagram Post","Instagram post: The very trendy and versatile...",2025-08-08,not_delivering,ad,"Instagram profile visits",30,0.53,15.9,909,825,"7-day click or 1-day view",-,-,-,"Instagram Post",,,32,2025-08-08,2025-08-08
"Instagram post: The Stunning 😍  Award winning...","Instagram Post","Instagram post: The Stunning 😍  Award winning...",2025-08-08,not_delivering,ad,"Instagram profile visits",46,0.45521739,20.94,1575,1495,"7-day click or 1-day view",-,-,-,"Instagram Post",,,49,2025-08-08,2025-08-08
"Instagram post: ✅️ GOTS certified 100% organic...","Instagram Post","Instagram post: ✅️ GOTS certified 100% organic...",2025-08-08,not_delivering,ad,"Link clicks",11,0.80818182,8.89,652,613,"7-day click or 1-day view",-,-,-,"Instagram Post",,,11,2025-08-08,2025-08-08
"Instagram Post","Instagram Post","Instagram Post",2025-08-08,not_delivering,ad,"Instagram profile visits",10,0.789,7.89,439,414,"7-day click or 1-day view",-,-,-,"Instagram Post",,,10,2025-08-08,2025-08-08
"Instagram post: The very trendy and versatile...","Instagram Post","Instagram post: The very trendy and versatile...",2025-08-07,not_delivering,ad,"Instagram profile visits",30,0.50766667,15.23,946,846,"7-day click or 1-day view",-,-,-,"Instagram Post",,,35,2025-08-07,2025-08-07
"Instagram post: The Stunning 😍  Award winning...","Instagram Post","Instagram post: The Stunning 😍  Award winning...",2025-08-07,not_delivering,ad,"Instagram profile visits",55,0.39527273,21.74,1591,1448,"7-day click or 1-day view",-,-,-,"Instagram Post",,,67,2025-08-07,2025-08-07
"Instagram post: The very trendy and versatile...","Instagram Post","Instagram post: The very trendy and versatile...",2025-08-06,not_delivering,ad,"Instagram profile visits",19,0.67789474,12.88,838,762,"7-day click or 1-day view",-,-,-,"Instagram Post",,,22,2025-08-06,2025-08-06
"Instagram post: The Stunning 😍  Award winning...","Instagram Post","Instagram post: The Stunning 😍  Award winning...",2025-08-06,not_delivering,ad,"Instagram profile visits",43,0.44186047,19,1347,1220,"7-day click or 1-day view",-,-,-,"Instagram Post",,,48,2025-08-06,2025-08-06
"Instagram post: The Stunning 😍  Award winning...","Instagram Post","Instagram post: The Stunning 😍  Award winning...",2025-08-06,not_delivering,ad,"Instagram profile visits",18,0.40166667,7.23,595,564,"7-day click or 1-day view",-,-,-,"Instagram Post",,,18,2025-08-06,2025-08-06
"Instagram post: The Stunning 😍  Award winning...","Instagram Post","Instagram post: The Stunning 😍  Award winning...",2025-08-06,not_delivering,ad,"Instagram profile visits",9,0.72444444,6.52,331,309,"7-day click or 1-day view",-,-,-,"Instagram Post",,,9,2025-08-06,2025-08-06
"Instagram post: The very trendy and versatile...","Instagram Post","Instagram post: The very trendy and versatile...",2025-08-05,not_delivering,ad,"Instagram profile visits",19,0.46526316,8.84,583,543,"7-day click or 1-day view",-,-,-,"Instagram Post",,,21,2025-08-05,2025-08-05
"Instagram post: The Stunning 😍  Award winning...","Instagram Post","Instagram post: The Stunning 😍  Award winning...",2025-08-05,not_delivering,ad,"Instagram profile visits",54,0.42222222,22.8,1773,1552,"7-day click or 1-day view",-,-,-,"Instagram Post",,,70,2025-08-05,2025-08-05
"Instagram post: The Stunning 😍  Award winning...","Instagram Post","Instagram post: The Stunning 😍  Award winning...",2025-08-05,not_delivering,ad,"Instagram profile visits",33,0.42939394,14.17,1242,1200,"7-day click or 1-day view",-,-,-,"Instagram Post",,,33,2025-08-05,2025-08-05
"Instagram post: The Stunning 😍  Award winning...","Instagram Post","Instagram post: The Stunning 😍  Award winning...",2025-08-05,not_delivering,ad,"Instagram profile visits",19,0.74894737,14.23,750,706,"7-day click or 1-day view",-,-,-,"Instagram Post",,,20,2025-08-05,2025-08-05
"Instagram post: The Stunning 😍  Award winning...","Instagram Post","Instagram post: The Stunning 😍  Award winning...",2025-08-04,not_delivering,ad,"Instagram profile visits",26,0.58730769,15.27,820,775,"7-day click or 1-day view",-,-,-,"Instagram Post",,,27,2025-08-04,2025-08-04
"Instagram post: The Stunning 😍  Award winning...","Instagram Post","Instagram post: The Stunning 😍  Award winning...",2025-08-04,not_delivering,ad,"Instagram profile visits",35,0.38085714,13.33,1023,893,"7-day click or 1-day view",-,-,-,"Instagram Post",,,38,2025-08-04,2025-08-04
